id;Type;Toetsparameter;ParameterNaam;ParameterBeschrijving;Data aanwezig in Scheldemonitor;Parameter Name in Scheldemonitor;Parameter Ids in Scheldemonitor;url;Dataset name;Opmerkingen data beschikbaarheid;R script geschreven om data in te lezen;Opmerkingen script;Scheldemonitor;Datafiche_ls
1188;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Dichloormethaan (Methyleenchloride) in ug/kg drooggewicht in sediment;375;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28375%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 81 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2008-02-28T01:00:00, minval: 64, maxval 500,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1189;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Pentachloorbenzeen in ug/kg drooggewicht in sediment;916;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28916%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 68 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.05, maxval 10.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1190;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Cyanide (vrij) in mg/kg drooggewicht in sediment;2588;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282588%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 6 #kolommen: 11 kolommen,             min ts: 2011-04-12T16:00:00 max ts: 2013-04-22T14:35:00, minval: 0.07200000000000001, maxval 1.24,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1191;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Polyaromatische KWS (6 Borneff) in mg/kg drooggewicht in sediment;959;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28959%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1292 #kolommen: 11 kolommen,             min ts: 1989-01-02T01:00:00 max ts: 2013-05-07T02:00:00, minval: 0.0, maxval 10200.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1192;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Zuurgraad (pH) in sediment;1208;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281208%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 601 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 2019-10-10T02:00:00, minval: 5.5, maxval 9.24,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1193;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Naftaleen in mg/kg drooggewicht in sediment;813;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28813%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2116 #kolommen: 11 kolommen,             min ts: 1992-01-05T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 74.64,             dataproviders: 4, VMM - Vlaamse Milieumaatschappij, 12, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1194;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Natrium in mg/kg drooggewicht in Bodem/Sediment;1895;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281895%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 176 #kolommen: 11 kolommen,             min ts: 1993-09-15T14:01:00 max ts: 2016-03-17T12:10:00, minval: 217, maxval 40000,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1195;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Dikte in cm van sediment;2436;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282436%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 96 #kolommen: 11 kolommen,             min ts: 2000-01-01T01:00:00 max ts: 2013-04-22T14:35:00, minval: 0, maxval 120,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1196;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;N Hexaan in mg/kg drooggewicht in sediment;584;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28584%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.5, maxval 0.5,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1197;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,2',4,4'-Tetrabroomdifenyl ether (BDE47) in ug/kg drooggewicht in sediment;63;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2863%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 137 #kolommen: 11 kolommen,             min ts: 2003-03-17T14:12:40 max ts: 2018-04-23T15:00:00, minval: 0.013999999999999999, maxval 13.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1198;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,2',4,4',5,5'-Hexachloorbifenyl (PCB153) in ug/kg drooggewicht in sediment;590;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28590%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2335 #kolommen: 11 kolommen,             min ts: 1988-07-28T02:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 421.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 4, 19, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1199;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;N Octaan in mg/kg drooggewicht in sediment;839;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28839%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.5, maxval 0.5,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1200;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,3,5,6-Tetrachloornitrobenzeen (Tecnazeen) in ug/kg drooggewicht in sediment;1088;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281088%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 34 #kolommen: 11 kolommen,             min ts: 2000-07-18T02:00:00 max ts: 2005-09-21T15:15:00, minval: 0.05, maxval 0.05,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1201;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Peryleen in mg/kg drooggewicht in sediment;939;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28939%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 70 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2007-04-25T15:30:00, minval: 0.006, maxval 1.6,             dataproviders: VMM - Vlaamse Milieumaatschappij, 19            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1202;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Azinfos-ethyl in mg/kg drooggewicht in sediment;49;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2849%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1 #kolommen: 11 kolommen,             min ts: 1999-08-24T02:00:00 max ts: 1999-08-24T02:00:00, minval: 0.02, maxval 0.02,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1203;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Butylbenzeen, secundair (	s-Butylbenzeen)in mg/kg drooggewicht in sediment;149;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28149%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.094, maxval 0.32,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1204;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Pentachloornitrobenzeen in ug/kg drooggewicht in sediment;925;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28925%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 7 #kolommen: 11 kolommen,             min ts: 2000-07-18T02:00:00 max ts: 2001-08-01T14:00:00, minval: 0.05, maxval 0.05,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1205;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Benzo(b)fluorantheen in mg/kg drooggewicht in sediment;92;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2892%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 2253 #kolommen: 11 kolommen,             min ts: 1989-01-02T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 1700.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 4, 19, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1206;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Methyl-tert.butylether in mg/kg drooggewicht in sediment;779;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28779%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 243 #kolommen: 11 kolommen,             min ts: 2005-09-06T12:30:00 max ts: 2018-04-23T15:00:00, minval: 0.006, maxval 0.25,             dataproviders: 12, VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1207;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Kobalt in mg/kg drooggewicht in Bodem/Sediment;1844;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281844%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 261 #kolommen: 11 kolommen,             min ts: 1993-09-15T14:01:00 max ts: 2018-04-23T15:00:00, minval: 0.9, maxval 58.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1208;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Dibutyltin in ug/kg Uitgedrukt in Tin/ drooggewicht in sediment;324;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28324%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 744 #kolommen: 11 kolommen,             min ts: 2001-08-01T12:30:00 max ts: 2014-05-14T15:30:00, minval: 0.44, maxval 661.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1209;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Selenium in mg/kg drooggewicht in Bodem/Sediment;1944;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281944%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 258 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2018-04-23T15:00:00, minval: 0.3, maxval 10.0,             dataproviders: RWS - Rijkswaterstaat, VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1210;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Korrelgrootte distributie >2um en <63um in % in sediment;699;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28699%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1185 #kolommen: 11 kolommen,             min ts: 2003-02-07T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 78.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1211;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Tetrabroombisfenol-A in ug/kg drooggewicht in sediment;1054;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281054%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2005-09-06T12:30:00 max ts: 2011-04-26T13:45:00, minval: 0.5, maxval 40.5,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1212;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Apolaire koolwaterstoffen, fractie C10-C12 in % in sediment;679;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28679%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 836 #kolommen: 11 kolommen,             min ts: 2007-01-19T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 19.1,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1213;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;Kalk en organische stof in % in sediment;656;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28656%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 1485 #kolommen: 11 kolommen,             min ts: 1992-01-05T01:00:00 max ts: 2019-10-10T02:00:00, minval: 0.0, maxval 85.0,             dataproviders: VMM - Vlaamse Milieumaatschappij, 12            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1214;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;1,3-Dichloorpropaan (Propyleendichloride) in mg/kg drooggewicht in sediment;387;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28387%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 27 #kolommen: 11 kolommen,             min ts: 2002-03-27T10:45:00 max ts: 2005-09-21T15:15:00, minval: 0.09699999999999999, maxval 0.6,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
1215;RP;Verontreinigende stoffen;Waterbodemkwaliteit;herrekende concentraties;ja;2,4'-Dichloordifenyldichlooretheen (op'Dichloordifenyldichlooretheen) in ug/kg drooggewicht in sediment;404;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28404%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Zware metalen in sediment;url werkt, #rijen: 97 #kolommen: 11 kolommen,             min ts: 1992-01-05T01:00:00 max ts: 2018-04-23T15:00:00, minval: 0.05, maxval 6.0,             dataproviders: VMM - Vlaamse Milieumaatschappij            ;Deels;Opgestart, maar nog zoekende naar goede extractie vanuit webservice;ja;S-FC-V-015
